,id,argument,tsne_30_x,tsne_30_y,argument_id,name,cluster_id,kp
1293,1294,"It further considered that implementation of
the public care in the third and the fourth applicant's home could lead
to a conflict of interests jeopardising the care, given the other
applicants' objections to the therapy provided as well as the third and
the fourth applicant's belief that the first applicant was innocent.",-18.417473,-63.383305,1294,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1294,1295," In the light of the above and having regard to the State's margin
of appreciation the Commission finds that the public care of the second
applicant has been based on relevant and sufficient reasons and that
the Swedish courts could reasonably find it necessary to maintain his
care.",-5.708346,-5.0767927,1295,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1298,1299," The Commission observes that the second applicant was transferred
from the first ""family home"" to his present ""family home"" on 25 July
1991, whereas the present application was lodged on 16 November 1992,
i.e. more than six months later.",53.16142,-47.772984,1299,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1301,1302,"The applicant's request was examined by the Social Council in
December 1992.",3.2675989,-44.178905,1302,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1302,1303,"The applicant's appeal to the County Administrative
Court was decided upon in May 1993 following an oral hearing.",0.29074657,-43.713165,1303,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1303,1304,"His
further appeal to the Administrative Court of Appeal was decided upon
in September 1993, also after an oral hearing.",-0.111173704,-43.285786,1304,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1304,1305,"Leave to appeal was
refused by decision of the Supreme Administrative Court on 26 May 1994.
",-1.3623006,-45.867546,1305,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1305,1306,"The court proceedings involving three courts and two oral
hearings thus lasted less than one and a half year.",42.64321,-67.00917,1306,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1310,1311,"Assuming
that this provision applies, the Commission observes that under Section
73 of the Social Services Act the third and the fourth applicant had
a right to challenge the Social Council's refusal before the
administrative courts.",5.0772843,-40.79935,1311,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1313,1314,"The Commission observes that according to the travaux
préparatoires to the 1990 Act a decision not to transfer a child from
a ""family home"" is appealable in administrative court proceedings.",11.428838,-38.001266,1314,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1314,1315,"It
notes, in particular, that in its judgment of 15 September 1993  the
Administrative Court of Appeal examined the first applicant's criticism
of the conditions in the second applicant's ""family home"" in order to
assess whether his public care should be implemented somewhere else.",6.678511,-43.206318,1315,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1317,1318,"The Commission finds no indication that the first applicant has
challenged the access restrictions at issue by appealing against the
Social Council's care plan to the administrative courts.",5.2389793,-41.82404,1318,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1320,1321,"The Commission considers that the access restrictions now at
issue amounted - and amount - to an interference with the third and the
fourth applicant's ""family life"".",-18.260569,-68.6678,1321,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1323,1324,"The Commission notes that under Section 11 of the 1990 Act the
Social Council may decide how the public care is to be implemented.",6.3122654,-39.569492,1324,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1324,1325,"The
Commission is further aware that this provision has been considered by
Swedish courts as constituting the legal basis for access restrictions
concerning, for instance, grandparents (see No. 21608/93, Dec. 22.2.95,
not published).",12.914469,-39.187134,1325,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
